battery_p;grid_p;load_p;pv_p;timestamp;Selling_price_eur_kwh
0;-0,88;2,57;3,44;2025-02-23 13:45:00;0,10006
0;-0,01;2,61;2,62;2025-02-23 14:00:00;0,10657
0;0,36;2,55;2,19;2025-02-23 14:15:00;0,10657
0;0,32;2,62;2,31;2025-02-23 14:30:00;0,10657
0;0,49;2,79;2,3;2025-02-23 14:45:00;0,10657
0;0,67;2,89;2,22;2025-02-23 15:00:00;0,12541
0;1,08;2,95;1,88;2025-02-23 15:15:00;0,12541
0;0,14;1,2;1,05;2025-02-23 15:30:00;0,12541
0;-0,69;0,29;0,98;2025-02-23 15:45:00;0,12541
0;-0,57;0,27;0,83;2025-02-23 16:00:00;0,14003
0;-0,41;0,25;0,66;2025-02-23 16:15:00;0,14003
-0,11;-0,02;0,22;0,36;2025-02-23 16:30:00;0,14003
0;0,04;0,28;0,25;2025-02-23 16:45:00;0,14003
0;0,14;0,3;0,16;2025-02-23 17:00:00;0,14992
0;0,26;0,36;0,1;2025-02-23 17:15:00;0,14992
0;1,12;1,23;0,1;2025-02-23 17:30:00;0,14992
0;0,94;0,95;0,01;2025-02-23 17:45:00;0,14992
0;1,2;1,2;0;2025-02-23 18:00:00;0,155
0;1,62;1,62;0;2025-02-23 18:15:00;0,155
0;0,9;0,9;0;2025-02-23 18:30:00;0,155
0,03;1,73;1,76;0;2025-02-23 18:45:00;0,155
0,01;2,65;2,67;0;2025-02-23 19:00:00;0,15435
0;3,37;3,37;0;2025-02-23 19:15:00;0,15435
0;3;3;0;2025-02-23 19:30:00;0,15435
0;3,51;3,51;0;2025-02-23 19:45:00;0,15435
0;2,14;2,14;0;2025-02-23 20:00:00;0,15
0,01;2,03;2,04;0;2025-02-23 20:15:00;0,15
0;2,51;2,51;0;2025-02-23 20:30:00;0,15
0;1,82;1,82;0;2025-02-23 20:45:00;0,15
0;2,6;2,6;0;2025-02-23 21:00:00;0,15
0;1,93;1,93;0;2025-02-23 21:15:00;0,15
0;1,96;1,96;0;2025-02-23 21:30:00;0,15
0,02;2,03;2,05;0;2025-02-23 21:45:00;0,15
0;2,06;2,06;0;2025-02-23 22:00:00;0,13856
0,01;2,05;2,06;0;2025-02-23 22:15:00;0,13856
0,01;2,17;2,18;0;2025-02-23 22:30:00;0,13856
0;2,27;2,27;0;2025-02-23 22:45:00;0,13856
0,02;2,23;2,25;0;2025-02-23 23:00:00;0,134
0,02;1,63;1,66;0;2025-02-23 23:15:00;0,134
0;0,41;0,41;0;2025-02-23 23:30:00;0,134
0;2,81;2,81;0;2025-02-23 23:45:00;0,134
0,02;2,06;2,08;0;2025-02-24 00:00:00;0,12944
0,02;2,11;2,13;0;2025-02-24 00:15:00;0,12944
0,04;1,57;1,61;0;2025-02-24 00:30:00;0,12944
0;0,29;0,29;0;2025-02-24 00:45:00;0,12944
0,01;0,28;0,29;0;2025-02-24 01:00:00;0,1236
0;0,29;0,29;0;2025-02-24 01:15:00;0,1236
0;0,29;0,29;0;2025-02-24 01:30:00;0,1236
0;0,28;0,28;0;2025-02-24 01:45:00;0,1236
0;0,25;0,26;0;2025-02-24 02:00:00;0,12
0,02;0,24;0,26;0;2025-02-24 02:15:00;0,12
0;0,65;0,65;0;2025-02-24 02:30:00;0,12
0;1,94;1,94;0;2025-02-24 02:45:00;0,12
0;2,12;2,13;0;2025-02-24 03:00:00;0,1201
0,01;2,19;2,2;0;2025-02-24 03:15:00;0,1201
0,02;0,33;0,35;0;2025-02-24 03:30:00;0,1201
0;0,28;0,28;0;2025-02-24 03:45:00;0,1201
0,02;0,29;0,31;0;2025-02-24 04:00:00;0,12221
0;0,33;0,33;0;2025-02-24 04:15:00;0,12221
0;3,97;3,97;0;2025-02-24 04:30:00;0,12221
0;2,58;2,58;0;2025-02-24 04:45:00;0,12221
0;3,12;3,12;0;2025-02-24 05:00:00;0,13642
0;0,36;0,36;0;2025-02-24 05:15:00;0,13642
0;1,03;1,03;0;2025-02-24 05:30:00;0,13642
0;0,33;0,33;0;2025-02-24 05:45:00;0,13642
0,02;2,13;2,15;0;2025-02-24 06:00:00;0,14312
0;2,7;2,7;0;2025-02-24 06:15:00;0,14312
0;0,35;0,35;0;2025-02-24 06:30:00;0,14312
0;0,55;0,55;0;2025-02-24 06:45:00;0,14312
0;1,67;1,67;0;2025-02-24 07:00:00;0,15631
0,01;0,33;0,37;0,03;2025-02-24 07:15:00;0,15631
0;3,19;3,37;0,18;2025-02-24 07:30:00;0,15631
0;2,37;2,66;0,29;2025-02-24 07:45:00;0,15631
0;1,92;2,27;0,35;2025-02-24 08:00:00;0,16253
0;2,08;2,66;0,58;2025-02-24 08:15:00;0,16253
0;3,09;4,04;0,95;2025-02-24 08:30:00;0,16253
0;3,47;4,43;0,96;2025-02-24 08:45:00;0,16253
0;2,23;4,09;1,86;2025-02-24 09:00:00;0,15661
-0,19;-0,06;2,71;2,97;2025-02-24 09:15:00;0,15661
-0,71;0,01;2,78;3,49;2025-02-24 09:30:00;0,15661
-1,34;-0,12;2,2;3,66;2025-02-24 09:45:00;0,15661
-1,06;-0,03;2,65;3,73;2025-02-24 10:00:00;0,1466
-1,51;-0,18;1,96;3,65;2025-02-24 10:15:00;0,1466
-2,81;-0,74;1,06;4,61;2025-02-24 10:30:00;0,1466
-2,68;-0,14;1,83;4,64;2025-02-24 10:45:00;0,1466
-1,95;0,21;2,54;4,29;2025-02-24 11:00:00;0,14354
-1,52;0,13;2,96;4,36;2025-02-24 11:15:00;0,14354
-1,04;0,04;3,74;4,73;2025-02-24 11:30:00;0,14354
-2,04;0,28;3,14;4,9;2025-02-24 11:45:00;0,14354
-1,99;-0,03;2,82;4,83;2025-02-24 12:00:00;0,13732
-1;-0,21;2,88;4,09;2025-02-24 12:15:00;0,13732
-1,25;0;3,08;4,33;2025-02-24 12:30:00;0,13732
-0,98;-0,01;2,92;3,91;2025-02-24 12:45:00;0,13732
-1,58;-0,02;2,94;4,53;2025-02-24 13:00:00;0,13898
-3,21;-0,69;0,35;4,25;2025-02-24 13:15:00;0,13898
-3,21;-0,99;0,33;4,53;2025-02-24 13:30:00;0,13898
-3,14;-0,12;0,33;3,58;2025-02-24 13:45:00;0,13898
-2,33;-0,08;0,31;2,71;2025-02-24 14:00:00;0,145
-1,49;0;0,28;1,76;2025-02-24 14:15:00;0,145
-1,36;0;0,28;1,64;2025-02-24 14:30:00;0,145
-1,15;0;0,33;1,48;2025-02-24 14:45:00;0,145
-1,45;0,02;0,34;1,77;2025-02-24 15:00:00;0,1466
-0,95;0;0,32;1,26;2025-02-24 15:15:00;0,1466
-0,62;0;0,32;0,94;2025-02-24 15:30:00;0,1466
-0,4;0;0,32;0,72;2025-02-24 15:45:00;0,1466
-0,26;0;0,31;0,57;2025-02-24 16:00:00;0,15303
-0,15;0;0,31;0,47;2025-02-24 16:15:00;0,15303
-0,03;0;0,34;0,38;2025-02-24 16:30:00;0,15303
0;0;0,27;0,27;2025-02-24 16:45:00;0,15303
0,04;0;0,26;0,22;2025-02-24 17:00:00;0,15382
0,14;0;0,25;0,11;2025-02-24 17:15:00;0,15382
0,29;0;0,3;0,02;2025-02-24 17:30:00;0,15382
0,33;0;0,33;0;2025-02-24 17:45:00;0,15382
0,33;0;0,33;0;2025-02-24 18:00:00;0,15871
0,9;0;0,9;0;2025-02-24 18:15:00;0,15871
0,91;0;0,91;0;2025-02-24 18:30:00;0,15871
1,53;0;1,53;0;2025-02-24 18:45:00;0,15871
2,15;0;2,15;0;2025-02-24 19:00:00;0,15917
2,17;0,01;2,18;0;2025-02-24 19:15:00;0,15917
0,8;0,01;0,81;0;2025-02-24 19:30:00;0,15917
0,64;0;0,64;0;2025-02-24 19:45:00;0,15917
0,71;0;0,71;0;2025-02-24 20:00:00;0,15402
0,67;0;0,67;0;2025-02-24 20:15:00;0,15402
1,49;0,02;1,5;0;2025-02-24 20:30:00;0,15402
1,9;0;1,9;0;2025-02-24 20:45:00;0,15402
1,96;0;1,96;0;2025-02-24 21:00:00;0,145
1,9;0,01;1,91;0;2025-02-24 21:15:00;0,145
1,92;0;1,92;0;2025-02-24 21:30:00;0,145
1,96;0,01;1,96;0;2025-02-24 21:45:00;0,145
3,09;0,01;3,1;0;2025-02-24 22:00:00;0,141
2,21;0,02;2,23;0;2025-02-24 22:15:00;0,141
0,53;0;0,53;0;2025-02-24 22:30:00;0,141
0,5;0;0,5;0;2025-02-24 22:45:00;0,141
0,49;0;0,49;0;2025-02-24 23:00:00;0,1361
0,5;0;0,5;0;2025-02-24 23:15:00;0,1361
0,49;0,01;0,5;0;2025-02-24 23:30:00;0,1361
1,8;0,01;1,81;0;2025-02-24 23:45:00;0,1361
0,4;0;0,4;0;2025-02-25 00:00:00;0,13432
1,83;0,03;1,86;0;2025-02-25 00:15:00;0,13432
2,57;0;2,58;0;2025-02-25 00:30:00;0,13432
1,96;0;1,96;0;2025-02-25 00:45:00;0,13432
0;1,95;1,95;0;2025-02-25 01:00:00;0,126
0;1,97;1,97;0;2025-02-25 01:15:00;0,126
0;2,07;2,07;0;2025-02-25 01:30:00;0,126
0;0,94;0,94;0;2025-02-25 01:45:00;0,126
0;0,29;0,29;0;2025-02-25 02:00:00;0,1248
0,02;0,28;0,29;0;2025-02-25 02:15:00;0,1248
0;0,28;0,29;0;2025-02-25 02:30:00;0,1248
0;1,02;1,02;0;2025-02-25 02:45:00;0,1248
0;1,01;1,01;0;2025-02-25 03:00:00;0,12365
0;0,28;0,28;0;2025-02-25 03:15:00;0,12365
0;0,98;0,98;0;2025-02-25 03:30:00;0,12365
0,01;1,01;1,02;0;2025-02-25 03:45:00;0,12365
0;1,59;1,59;0;2025-02-25 04:00:00;0,12486
0;2,7;2,7;0;2025-02-25 04:15:00;0,12486
0;2,16;2,16;0;2025-02-25 04:30:00;0,12486
0;0,92;0,92;0;2025-02-25 04:45:00;0,12486
0,02;1,06;1,09;0;2025-02-25 05:00:00;0,13467
0;1,95;1,95;0;2025-02-25 05:15:00;0,13467
0;1,56;1,56;0;2025-02-25 05:30:00;0,13467
0,12;0,23;0,35;0;2025-02-25 05:45:00;0,13467
0,46;0;0,46;0;2025-02-25 06:00:00;0,15
0;1,62;1,62;0;2025-02-25 06:15:00;0,15
0,02;0,32;0,34;0;2025-02-25 06:30:00;0,15
0;0,3;0,3;0;2025-02-25 06:45:00;0,15
0,01;0,29;0,3;0;2025-02-25 07:00:00;0,159
0,01;1,84;1,87;0,02;2025-02-25 07:15:00;0,159
0;2,73;2,83;0,11;2025-02-25 07:30:00;0,159
0;1,9;2,18;0,28;2025-02-25 07:45:00;0,159
0;1,95;2,24;0,28;2025-02-25 08:00:00;0,16147
0;2,13;2,47;0,34;2025-02-25 08:15:00;0,16147
0;2,11;3,12;1,01;2025-02-25 08:30:00;0,16147
0;1,33;2,44;1,11;2025-02-25 08:45:00;0,16147
0;1,3;2,47;1,17;2025-02-25 09:00:00;0,15542
0;0,96;2,42;1,45;2025-02-25 09:15:00;0,15542
0;1,21;2,39;1,19;2025-02-25 09:30:00;0,15542
-1,02;0,01;1,06;2,08;2025-02-25 09:45:00;0,15542
-1,12;0;0,44;1,56;2025-02-25 10:00:00;0,1432
-1,11;0;0,38;1,49;2025-02-25 10:15:00;0,1432
-0,89;0;0,36;1,25;2025-02-25 10:30:00;0,1432
1,3;0,05;2,16;0,82;2025-02-25 10:45:00;0,1432
2,79;-0,01;3,19;0,4;2025-02-25 11:00:00;0,14012
0,95;2,09;3,4;0,36;2025-02-25 11:15:00;0,14012
0;1,78;2,76;0,98;2025-02-25 11:30:00;0,14012
0;1,03;2,42;1,4;2025-02-25 11:45:00;0,14012
0;2,41;3,97;1,56;2025-02-25 12:00:00;0,13376
0;0,81;2,55;1,73;2025-02-25 12:15:00;0,13376
0;1,08;2,74;1,66;2025-02-25 12:30:00;0,13376
0;1,15;2,62;1,48;2025-02-25 12:45:00;0,13376
0;1,47;2,64;1,17;2025-02-25 13:00:00;0,13475
0;1,88;2,68;0,8;2025-02-25 13:15:00;0,13475
0;2,16;2,76;0,61;2025-02-25 13:30:00;0,13475
0;2,28;2,81;0,53;2025-02-25 13:45:00;0,13475
0;2,24;2,83;0,59;2025-02-25 14:00:00;0,13979
0;2,45;2,89;0,44;2025-02-25 14:15:00;0,13979
-0,04;0,77;1,18;0,45;2025-02-25 14:30:00;0,13979
-0,31;0;0,3;0,61;2025-02-25 14:45:00;0,13979
-0,4;0;0,29;0,69;2025-02-25 15:00:00;0,15035
-0,2;0;0,28;0,48;2025-02-25 15:15:00;0,15035
0;0;0,26;0,25;2025-02-25 15:30:00;0,15035
0,11;-0,01;0,26;0,16;2025-02-25 15:45:00;0,15035
0,1;0;0,29;0,19;2025-02-25 16:00:00;0,1563
0,2;-0,02;0,4;0,21;2025-02-25 16:15:00;0,1563
0,24;0;0,43;0,19;2025-02-25 16:30:00;0,1563
0,15;0,06;0,43;0,23;2025-02-25 16:45:00;0,1563
0;0,09;0,41;0,32;2025-02-25 17:00:00;0,155
0;0,23;0,39;0,16;2025-02-25 17:15:00;0,155
0;0,25;0,31;0,07;2025-02-25 17:30:00;0,155
0;0,32;0,32;0,01;2025-02-25 17:45:00;0,155
0;0,37;0,37;0;2025-02-25 18:00:00;0,16931
0;0,41;0,41;0;2025-02-25 18:15:00;0,16931
0;0,5;0,5;0;2025-02-25 18:30:00;0,16931
0;0,84;0,84;0;2025-02-25 18:45:00;0,16931
0;1,11;1,11;0;2025-02-25 19:00:00;0,16732
0;0,8;0,8;0;2025-02-25 19:15:00;0,16732
0;2,33;2,33;0;2025-02-25 19:30:00;0,16732
0;2,23;2,23;0;2025-02-25 19:45:00;0,16732
0;1,97;1,97;0;2025-02-25 20:00:00;0,15262
0;2,8;2,8;0;2025-02-25 20:15:00;0,15262
0;3,57;3,57;0;2025-02-25 20:30:00;0,15262
0,02;2,61;2,63;0;2025-02-25 20:45:00;0,15262
0;2,44;2,44;0;2025-02-25 21:00:00;0,14312
0,01;1,91;1,92;0;2025-02-25 21:15:00;0,14312
0;0,62;0,62;0;2025-02-25 21:30:00;0,14312
0;0,68;0,68;0;2025-02-25 21:45:00;0,14312
0,02;0,55;0,57;0;2025-02-25 22:00:00;0,14001
0;0,52;0,52;0;2025-02-25 22:15:00;0,14001
0;0,53;0,53;0;2025-02-25 22:30:00;0,14001
0,01;0,57;0,58;0;2025-02-25 22:45:00;0,14001
0,01;1,64;1,65;0;2025-02-25 23:00:00;0,13362
0;2,24;2,25;0;2025-02-25 23:15:00;0,13362
0;1,69;1,69;0;2025-02-25 23:30:00;0,13362
0,01;0,3;0,31;0;2025-02-25 23:45:00;0,13362
0;0,28;0,28;0;2025-02-26 00:00:00;0,1263
0;1,62;1,63;0;2025-02-26 00:15:00;0,1263
0;1,9;1,9;0;2025-02-26 00:30:00;0,1263
0,01;1,92;1,94;0;2025-02-26 00:45:00;0,1263
0,03;1,95;1,98;0;2025-02-26 01:00:00;0,12305
0;1,98;1,99;0;2025-02-26 01:15:00;0,12305
0,02;1,98;2;0;2025-02-26 01:30:00;0,12305
0;2;2;0;2025-02-26 01:45:00;0,12305
0;2,02;2,02;0;2025-02-26 02:00:00;0,11953
0;2,13;2,13;0;2025-02-26 02:15:00;0,11953
0,01;2,16;2,17;0;2025-02-26 02:30:00;0,11953
0;2,17;2,17;0;2025-02-26 02:45:00;0,11953
0;0,95;0,95;0;2025-02-26 03:00:00;0,11893
0,02;0,22;0,24;0;2025-02-26 03:15:00;0,11893
0,01;0,24;0,24;0;2025-02-26 03:30:00;0,11893
0;0,25;0,25;0;2025-02-26 03:45:00;0,11893
0;0,29;0,29;0;2025-02-26 04:00:00;0,1193
0;0,28;0,28;0;2025-02-26 04:15:00;0,1193
0;0,27;0,27;0;2025-02-26 04:30:00;0,1193
0;0,26;0,26;0;2025-02-26 04:45:00;0,1193
0;0,27;0,27;0;2025-02-26 05:00:00;0,1248
0,02;1,96;1,98;0;2025-02-26 05:15:00;0,1248
0;1,51;1,51;0;2025-02-26 05:30:00;0,1248
0,01;0,29;0,3;0;2025-02-26 05:45:00;0,1248
0;0,27;0,28;0;2025-02-26 06:00:00;0,144
0;0,27;0,27;0;2025-02-26 06:15:00;0,144
0;0,26;0,26;0;2025-02-26 06:30:00;0,144
0;0,24;0,24;0;2025-02-26 06:45:00;0,144
0;0,25;0,25;0;2025-02-26 07:00:00;0,16671
0,01;0,25;0,27;0,02;2025-02-26 07:15:00;0,16671
0;0,48;0,6;0,12;2025-02-26 07:30:00;0,16671
0;2,36;2,59;0,23;2025-02-26 07:45:00;0,16671
0;1,88;2,18;0,3;2025-02-26 08:00:00;0,18547
0;4,49;4,88;0,38;2025-02-26 08:15:00;0,18547
0;3,7;4,43;0,73;2025-02-26 08:30:00;0,18547
0;3,28;4,33;1,05;2025-02-26 08:45:00;0,18547
0;1,55;3,2;1,65;2025-02-26 09:00:00;0,15864
0;1,26;2,81;1,54;2025-02-26 09:15:00;0,15864
0;1,29;2,68;1,39;2025-02-26 09:30:00;0,15864
0;0,15;2,15;2;2025-02-26 09:45:00;0,15864
-1,69;-0,01;0,49;2,19;2025-02-26 10:00:00;0,14665
-1,76;-0,01;0,36;2,14;2025-02-26 10:15:00;0,14665
-1,63;-0,04;0,34;2,01;2025-02-26 10:30:00;0,14665
0;0,09;3,06;2,97;2025-02-26 10:45:00;0,14665
-0,4;-0,01;2,31;2,72;2025-02-26 11:00:00;0,14
-0,3;0;2,42;2,71;2025-02-26 11:15:00;0,14
-0,6;0;2,49;3,09;2025-02-26 11:30:00;0,14
-1,13;0,01;2,5;3,62;2025-02-26 11:45:00;0,14
-0,64;0;3,01;3,65;2025-02-26 12:00:00;0,12833
0,4;-0,01;3,67;3,28;2025-02-26 12:15:00;0,12833
0,3;0,01;2,91;2,61;2025-02-26 12:30:00;0,12833
0,13;0,02;3,08;2,94;2025-02-26 12:45:00;0,12833
-0,05;-0,01;3,68;3,73;2025-02-26 13:00:00;0,1254
-1,8;0,01;1,35;3,14;2025-02-26 13:15:00;0,1254
-2,21;0;0,29;2,49;2025-02-26 13:30:00;0,1254
-1,86;0;0,3;2,16;2025-02-26 13:45:00;0,1254
-1,72;0;0,36;2,08;2025-02-26 14:00:00;0,13131
-1,5;0;0,32;1,82;2025-02-26 14:15:00;0,13131
-1,31;0;0,32;1,63;2025-02-26 14:30:00;0,13131
-1,49;0;0,25;1,74;2025-02-26 14:45:00;0,13131
-1,41;0;0,23;1,64;2025-02-26 15:00:00;0,14457
-1,28;0;0,22;1,5;2025-02-26 15:15:00;0,14457
-1,1;-0,01;0,24;1,35;2025-02-26 15:30:00;0,14457
-0,98;0,03;0,48;1,44;2025-02-26 15:45:00;0,14457
-1,05;0;0,29;1,34;2025-02-26 16:00:00;0,1476
-0,88;0;0,27;1,15;2025-02-26 16:15:00;0,1476
-0,55;0;0,32;0,87;2025-02-26 16:30:00;0,1476
-0,13;0;0,41;0,54;2025-02-26 16:45:00;0,1476
-0,05;0;0,32;0,38;2025-02-26 17:00:00;0,15864
0,11;0;0,36;0,24;2025-02-26 17:15:00;0,15864
0,31;0;0,43;0,11;2025-02-26 17:30:00;0,15864
0,47;0;0,48;0,01;2025-02-26 17:45:00;0,15864
0,54;0;0,54;0;2025-02-26 18:00:00;0,1627
0,51;0;0,52;0;2025-02-26 18:15:00;0,1627
0,97;0;0,97;0;2025-02-26 18:30:00;0,1627
1,04;0;1,04;0;2025-02-26 18:45:00;0,1627
1,08;0;1,08;0;2025-02-26 19:00:00;0,16195
0,73;0;0,73;0;2025-02-26 19:15:00;0,16195
0,77;0;0,78;0;2025-02-26 19:30:00;0,16195
0,64;0;0,64;0;2025-02-26 19:45:00;0,16195
0,32;0;0,32;0;2025-02-26 20:00:00;0,1472
0,31;0;0,31;0;2025-02-26 20:15:00;0,1472
1,31;0,01;1,32;0;2025-02-26 20:30:00;0,1472
2,1;0,02;2,12;0;2025-02-26 20:45:00;0,1472
2,18;0,01;2,18;0;2025-02-26 21:00:00;0,1405
2,27;0,01;2,29;0;2025-02-26 21:15:00;0,1405
2,33;0;2,33;0;2025-02-26 21:30:00;0,1405
3,04;0;3,04;0;2025-02-26 21:45:00;0,1405
3,01;0;3,01;0;2025-02-26 22:00:00;0,13677
1,49;1,48;2,97;0;2025-02-26 22:15:00;0,13677
0;2,17;2,17;0;2025-02-26 22:30:00;0,13677
0,01;2,06;2,07;0;2025-02-26 22:45:00;0,13677
0;2,05;2,05;0;2025-02-26 23:00:00;0,13
0;2,07;2,07;0;2025-02-26 23:15:00;0,13
0;2,09;2,09;0;2025-02-26 23:30:00;0,13
0;2,13;2,13;0;2025-02-26 23:45:00;0,13
0;2,21;2,21;0;2025-02-27 00:00:00;0,12312
0;2,22;2,22;0;2025-02-27 00:15:00;0,12312
0;1,76;1,76;0;2025-02-27 00:30:00;0,12312
0,02;1,71;1,73;0;2025-02-27 00:45:00;0,12312
0;1,01;1,01;0;2025-02-27 01:00:00;0,11975
0;0,3;0,3;0;2025-02-27 01:15:00;0,11975
0;0,31;0,31;0;2025-02-27 01:30:00;0,11975
0,01;1,37;1,38;0;2025-02-27 01:45:00;0,11975
0;2,4;2,4;0;2025-02-27 02:00:00;0,1164
0;2,57;2,57;0;2025-02-27 02:15:00;0,1164
0;2,32;2,32;0;2025-02-27 02:30:00;0,1164
0;1,22;1,22;0;2025-02-27 02:45:00;0,1164
0;0,3;0,3;0;2025-02-27 03:00:00;0,1156
0,03;0,28;0,31;0;2025-02-27 03:15:00;0,1156
0,03;0,27;0,3;0;2025-02-27 03:30:00;0,1156
0;0,25;0,25;0;2025-02-27 03:45:00;0,1156
0;0,27;0,27;0;2025-02-27 04:00:00;0,11946
0;1,3;1,3;0;2025-02-27 04:15:00;0,11946
0;2,52;2,53;0;2025-02-27 04:30:00;0,11946
0;3;3;0;2025-02-27 04:45:00;0,11946
0,03;1,21;1,23;0;2025-02-27 05:00:00;0,12517
0;0,25;0,25;0;2025-02-27 05:15:00;0,12517
0;1,74;1,74;0;2025-02-27 05:30:00;0,12517
0;1,02;1,02;0;2025-02-27 05:45:00;0,12517
0;0,36;0,36;0;2025-02-27 06:00:00;0,145
0,01;0,34;0,35;0;2025-02-27 06:15:00;0,145
0;0,31;0,31;0;2025-02-27 06:30:00;0,145
0,01;1,78;1,79;0;2025-02-27 06:45:00;0,145
0,01;2,47;2,48;0;2025-02-27 07:00:00;0,15231
0;1,7;1,8;0,1;2025-02-27 07:15:00;0,15231
0;4,18;4,45;0,27;2025-02-27 07:30:00;0,15231
0;5,5;5,99;0,49;2025-02-27 07:45:00;0,15231
0;6,39;6,91;0,52;2025-02-27 08:00:00;0,16113
0;1,47;2,14;0,67;2025-02-27 08:15:00;0,16113
-0,12;0,58;1,4;0,94;2025-02-27 08:30:00;0,16113
0;0,9;2,56;1,66;2025-02-27 08:45:00;0,16113
0,45;-0,62;2,38;2,54;2025-02-27 09:00:00;0,14931
-1,6;-0,05;2,1;3,75;2025-02-27 09:15:00;0,14931
1,25;0;2,95;1,7;2025-02-27 09:30:00;0,14931
0,55;0,04;4,57;3,98;2025-02-27 09:45:00;0,14931
0,91;0,02;5,42;4,48;2025-02-27 10:00:00;0,135
-0,96;0,04;3,93;4,85;2025-02-27 10:15:00;0,135
-2,04;0;3,04;5,08;2025-02-27 10:30:00;0,135
-2,88;0,08;2,4;5,2;2025-02-27 10:45:00;0,135
-2,84;0,01;2,46;5,29;2025-02-27 11:00:00;0,12506
-2,77;0,01;2,57;5,33;2025-02-27 11:15:00;0,12506
-2,75;0;2,59;5,34;2025-02-27 11:30:00;0,12506
-2,69;0,01;2,59;5,28;2025-02-27 11:45:00;0,12506
-2,41;-0,02;2,83;5,26;2025-02-27 12:00:00;0,117
-2,35;0;2,86;5,21;2025-02-27 12:15:00;0,117
-2,54;-0,54;2,01;5,09;2025-02-27 12:30:00;0,117
-3,2;-1,51;0,23;4,94;2025-02-27 12:45:00;0,117
-3,2;-1,33;0,25;4,79;2025-02-27 13:00:00;0,11508
-3,2;-1,14;0,25;4,59;2025-02-27 13:15:00;0,11508
-3,77;-0,34;0,24;4,35;2025-02-27 13:30:00;0,11508
-3,78;0;0,23;4,01;2025-02-27 13:45:00;0,11508
-3,45;0;0,21;3,66;2025-02-27 14:00:00;0,11975
-3,09;0;0,21;3,31;2025-02-27 14:15:00;0,11975
-2,77;0;0,24;3,01;2025-02-27 14:30:00;0,11975
-2,36;0;0,26;2,61;2025-02-27 14:45:00;0,11975
-1,77;-0,23;0,25;2,25;2025-02-27 15:00:00;0,13233
-1,53;-0,03;0,28;1,84;2025-02-27 15:15:00;0,13233
-1,07;0;0,26;1,34;2025-02-27 15:30:00;0,13233
-0,53;0;0,24;0,77;2025-02-27 15:45:00;0,13233
-0,22;0;0,24;0,47;2025-02-27 16:00:00;0,14487
-0,05;0;0,28;0,33;2025-02-27 16:15:00;0,14487
0;0,01;0,29;0,29;2025-02-27 16:30:00;0,14487
0,11;0;0,29;0,17;2025-02-27 16:45:00;0,14487
0,15;-0,01;0,28;0,13;2025-02-27 17:00:00;0,152
0,22;0;0,26;0,05;2025-02-27 17:15:00;0,152
0,24;0;0,25;0,01;2025-02-27 17:30:00;0,152
0,5;0,01;0,5;0;2025-02-27 17:45:00;0,152
0,64;0;0,64;0;2025-02-27 18:00:00;0,16141
0,65;0;0,65;0;2025-02-27 18:15:00;0,16141
0,64;0;0,65;0;2025-02-27 18:30:00;0,16141
1,41;0;1,41;0;2025-02-27 18:45:00;0,16141
3,46;0,02;3,48;0;2025-02-27 19:00:00;0,16131
3,75;0,08;3,83;0;2025-02-27 19:15:00;0,16131
1,87;0,03;1,9;0;2025-02-27 19:30:00;0,16131
1,29;0,02;1,31;0;2025-02-27 19:45:00;0,16131
2,65;0,02;2,67;0;2025-02-27 20:00:00;0,14931
3,89;0,55;4,44;0;2025-02-27 20:15:00;0,14931
3,44;0;3,44;0;2025-02-27 20:30:00;0,14931
3,57;0;3,57;0;2025-02-27 20:45:00;0,14931
3,69;0,26;3,95;0;2025-02-27 21:00:00;0,14
3,25;0,01;3,26;0;2025-02-27 21:15:00;0,14
2,32;0,01;2,33;0;2025-02-27 21:30:00;0,14
2,3;0,02;2,32;0;2025-02-27 21:45:00;0,14
4,57;0,49;5,06;0;2025-02-27 22:00:00;0,13474
2,26;0,01;2,28;0;2025-02-27 22:15:00;0,13474
2,37;0;2,37;0;2025-02-27 22:30:00;0,13474
2,21;0;2,21;0;2025-02-27 22:45:00;0,13474
2,32;0;2,32;0;2025-02-27 23:00:00;0,13177
2,43;0,01;2,44;0;2025-02-27 23:15:00;0,13177
0,96;0,08;1,04;0;2025-02-27 23:30:00;0,13177
0;0,27;0,27;0;2025-02-27 23:45:00;0,13177
0,01;0,26;0,27;0;2025-02-28 00:00:00;0,1228
0;0,23;0,23;0;2025-02-28 00:15:00;0,1228
0,05;0,25;0,3;0;2025-02-28 00:30:00;0,1228
0,01;0,27;0,28;0;2025-02-28 00:45:00;0,1228
0;0,3;0,3;0;2025-02-28 01:00:00;0,11959
0;0,34;0,34;0;2025-02-28 01:15:00;0,11959
0;2,09;2,1;0;2025-02-28 01:30:00;0,11959
0;1,86;1,87;0;2025-02-28 01:45:00;0,11959
0;2,38;2,38;0;2025-02-28 02:00:00;0,11761
0;2,67;2,67;0;2025-02-28 02:15:00;0,11761
0;2,75;2,75;0;2025-02-28 02:30:00;0,11761
0;2,88;2,88;0;2025-02-28 02:45:00;0,11761
0,01;2,93;2,95;0;2025-02-28 03:00:00;0,1181
0;2,97;2,97;0;2025-02-28 03:15:00;0,1181
0;0,24;0,24;0;2025-02-28 03:30:00;0,1181
0,01;0,23;0,24;0;2025-02-28 03:45:00;0,1181
0;0,27;0,27;0;2025-02-28 04:00:00;0,118
